fetched_at,icao24,callsign,origin_country,latitude,longitude,baro_altitude_ft,velocity_kmh,vertical_rate_fpm,phase,squawk
2026-06-14 16:13:01,39de43,TVF35DL,France,50.1918,11.412,37150.0,689.8,512.0,CLIMBING,1000
2026-06-14 16:13:01,4bc8c3,PGT77PX,Turkey,49.5748,8.7114,35000.0,968.7,0.0,CRUISE,0101
2026-06-14 16:13:01,511170,MBU2QV,Estonia,51.2929,11.9838,10475.0,503.7,2945.0,CLIMBING,1000
2026-06-14 16:13:01,44029f,AUA21E,Austria,50.2256,12.0226,30975.0,676.0,-1024.0,DESCENDING,1000
2026-06-14 16:13:01,4acb23,NSZ3747,Sweden,52.7768,11.4505,39000.0,826.1,-65.0,CRUISE,7362
2026-06-14 16:13:01,3c5ef0,EWG7XR,Germany,50.768,7.3174,10800.0,632.1,1600.0,CLIMBING,7705
2026-06-14 16:13:01,50040a,EJO1X,,47.4121,11.9482,43000.0,787.3,-65.0,CRUISE,3555
2026-06-14 16:13:01,46b821,AEE510,Greece,48.2475,11.3204,26600.0,683.2,-833.0,DESCENDING,7425
2026-06-14 16:13:01,46b823,AEE6TH,Greece,47.7702,11.4418,36000.0,739.8,0.0,CRUISE,1000
2026-06-14 16:13:01,4acb5a,SAS2697,Sweden,48.0589,11.8198,36000.0,849.3,0.0,CRUISE,0766
2026-06-14 16:13:01,3ffbb1,DMEBC,Germany,48.0558,9.3679,1725.0,0.0,-65.0,LOW ALT,
2026-06-14 16:13:01,4aca84,NSZ2940,Sweden,51.7239,12.7651,38000.0,850.7,0.0,CRUISE,6001
2026-06-14 16:13:01,4aca86,NSZ5352,Sweden,48.057,10.1126,36000.0,854.0,65.0,CRUISE,1000
2026-06-14 16:13:01,4aca90,NOZ72C,Sweden,50.6264,11.4463,39000.0,890.6,-65.0,CRUISE,0751
2026-06-14 16:13:01,3d385c,DETPC,Germany,51.0093,8.7533,10000.0,327.7,-128.0,CRUISE,5012
2026-06-14 16:13:01,3d254e,DEMJM,Germany,48.3878,7.8466,1375.0,204.6,768.0,CLIMBING,
2026-06-14 16:13:01,471f6b,WZZ93,Hungary,48.9107,9.757,35000.0,766.4,0.0,CRUISE,1000
2026-06-14 16:13:01,3945bc,FJBIJ,France,48.0764,7.7711,2300.0,200.4,-193.0,LOW ALT,
2026-06-14 16:13:01,407b54,WUK735,United Kingdom,51.4024,9.1202,36000.0,686.5,0.0,CRUISE,0624
2026-06-14 16:13:01,505ceb,TOM5762,Slovakia,49.0724,8.5412,37000.0,957.7,0.0,CRUISE,3457
2026-06-14 16:13:01,47a039,NOZ57GW,Norway,48.7752,11.9261,17500.0,744.7,3201.0,CLIMBING,6443
2026-06-14 16:13:01,407b8b,WUK2UC,United Kingdom,51.4026,14.8975,36000.0,748.5,0.0,CRUISE,4413
2026-06-14 16:13:01,4aca0c,NSZ4BV,Sweden,49.8807,9.5449,36000.0,795.0,0.0,CRUISE,1000
2026-06-14 16:13:01,4aca72,SAS1793,Sweden,50.1494,8.8437,35000.0,830.2,65.0,CRUISE,0757
2026-06-14 16:13:01,4aca4f,NSZ4357,Sweden,52.0916,13.7305,37000.0,903.4,0.0,CRUISE,1000
