fetched_at,icao24,callsign,origin_country,latitude,longitude,baro_altitude_ft,velocity_kmh,vertical_rate_fpm,phase,squawk
2026-06-14 16:11:00,aa9300,UAL927,United States,50.7794,7.0609,25625.0,714.5,1280.0,CLIMBING,2547
2026-06-14 16:11:00,39de43,TVF35DL,France,50.209,11.7225,36125.0,661.5,896.0,CLIMBING,1000
2026-06-14 16:11:00,4bc8c3,PGT77PX,Turkey,49.6745,8.2964,35000.0,966.8,0.0,CRUISE,0101
2026-06-14 16:11:00,511170,MBU2QV,Estonia,51.3882,12.1434,4250.0,426.3,3648.0,CLIMBING,1000
2026-06-14 16:11:00,44029f,AUA21E,Austria,50.1762,12.323,32000.0,671.5,0.0,CRUISE,1000
2026-06-14 16:11:00,4acb23,NSZ3747,Sweden,52.5323,11.4464,39000.0,824.2,0.0,CRUISE,7362
2026-06-14 16:11:00,3c5ef0,EWG7XR,Germany,50.7982,7.0719,4100.0,497.8,2112.0,CLIMBING,7705
2026-06-14 16:11:00,50040a,EJO1X,,47.2657,12.212,43000.0,779.0,-65.0,CRUISE,2006
2026-06-14 16:11:00,46b821,AEE510,Greece,48.1596,11.6158,28000.0,738.6,0.0,CRUISE,7425
2026-06-14 16:11:00,46b823,AEE6TH,Greece,47.6245,11.6835,36000.0,735.8,65.0,CRUISE,1000
2026-06-14 16:11:00,4acb5a,SAS2697,Sweden,48.3115,11.8383,36000.0,851.0,0.0,CRUISE,0766
2026-06-14 16:11:00,3ffbb1,DMEBC,Germany,48.0558,9.3679,1725.0,0.0,-65.0,LOW ALT,
2026-06-14 16:11:00,4aca84,NSZ2940,Sweden,51.9482,12.953,38000.0,853.2,0.0,CRUISE,5353
2026-06-14 16:11:00,4aca86,NSZ5352,Sweden,47.8278,9.9483,36000.0,861.4,0.0,CRUISE,1000
2026-06-14 16:11:00,4aca90,NOZ72C,Sweden,50.8917,11.4198,39000.0,894.4,65.0,CRUISE,0756
2026-06-14 16:11:00,3d385c,DETPC,Germany,50.9253,8.6736,10000.0,348.1,0.0,CRUISE,5012
2026-06-14 16:11:00,471f6b,WZZ93,Hungary,49.0738,9.9923,34550.0,755.9,896.0,CLIMBING,1000
2026-06-14 16:11:00,471f69,WMT1969,Hungary,49.3266,14.671,35025.0,1015.6,0.0,CRUISE,1000
2026-06-14 16:11:00,3945bc,FJBIJ,France,48.0382,7.8227,1500.0,160.8,833.0,CLIMBING,
2026-06-14 16:11:00,407b54,WUK735,United Kingdom,51.3631,9.4396,36000.0,682.8,0.0,CRUISE,0624
2026-06-14 16:11:00,505ceb,TOM5762,Slovakia,49.2049,8.1581,37000.0,957.6,65.0,CRUISE,3457
2026-06-14 16:11:00,47a039,NOZ57GW,Norway,48.5932,11.7734,12075.0,659.1,3264.0,CLIMBING,6443
2026-06-14 16:11:00,407b8f,BAW899,United Kingdom,49.9502,7.0574,38000.0,684.0,65.0,CRUISE,7543
2026-06-14 16:11:00,4aca04,NSZ5330,Sweden,53.3417,8.1901,38000.0,839.4,0.0,CRUISE,5353
2026-06-14 16:11:00,4aca0c,NSZ4BV,Sweden,49.6474,9.4884,36000.0,794.4,0.0,CRUISE,1000
2026-06-14 16:11:00,4aca72,SAS1793,Sweden,50.3854,8.9557,35000.0,830.7,0.0,CRUISE,0757
2026-06-14 16:11:00,4aca4f,NSZ4357,Sweden,52.3576,13.7765,37000.0,903.4,65.0,CRUISE,1000
2026-06-14 16:11:00,3d2491,DEMCF,Germany,49.2839,8.4603,500.0,109.2,-65.0,LOW ALT,7000
2026-06-14 16:11:00,4401d1,EJU38DP,Austria,52.457,13.8646,4150.0,329.5,-65.0,LOW ALT,6623
2026-06-14 16:11:00,4401d3,OEDFC,Austria,48.1543,8.3697,4475.0,199.1,128.0,LOW ALT,1157
2026-06-14 16:11:00,4bc88e,PGT38QJ,Turkey,48.8485,13.4623,33050.0,997.4,-65.0,CRUISE,6424
2026-06-14 16:11:00,4bc89a,PGT78DG,Turkey,47.3738,8.2195,34975.0,910.9,0.0,CRUISE,7553
2026-06-14 16:11:00,3d1186,DEEWS,Germany,50.8295,9.0802,3400.0,243.0,65.0,LOW ALT,7743
2026-06-14 16:11:00,4bc887,PGT1158,Turkey,47.2866,14.7044,34975.0,961.8,65.0,CRUISE,2272
2026-06-14 16:11:00,3d34d5,DESGJ,Germany,48.1488,8.9943,4900.0,133.3,-321.0,LOW ALT,4452
2026-06-14 16:11:00,48d002,SPWAC,Poland,48.9004,13.8554,24000.0,347.5,0.0,CRUISE,0246
2026-06-14 16:11:00,4068f5,EXS61PK,United Kingdom,49.8137,7.1784,37000.0,970.1,0.0,CRUISE,3461
2026-06-14 16:11:00,4068cb,EXS411,United Kingdom,47.793,9.8767,33000.0,853.5,0.0,CRUISE,7507
2026-06-14 16:11:00,440052,AUA165Z,Austria,51.408,7.0136,3450.0,391.5,-1344.0,DESCENDING,1000
