fetched_at,icao24,callsign,origin_country,latitude,longitude,baro_altitude_ft,velocity_kmh,vertical_rate_fpm,phase,squawk
2026-06-14 16:19:03,39de43,TVF35DL,France,50.1316,10.4193,37950.0,680.0,0.0,CRUISE,1000
2026-06-14 16:19:03,44028c,EJU394K,Austria,48.6154,7.4062,9950.0,582.3,-961.0,DESCENDING,1000
2026-06-14 16:19:03,4bc8c3,PGT77PX,Turkey,49.1472,9.896,35025.0,964.1,0.0,CRUISE,0101
2026-06-14 16:19:03,511170,MBU2QV,Estonia,50.8837,11.2938,23750.0,703.4,1663.0,CLIMBING,1000
2026-06-14 16:19:03,4bc8d2,PGT839Q,Turkey,47.0396,14.7094,36000.0,742.3,0.0,CRUISE,4506
2026-06-14 16:19:03,44029f,AUA21E,Austria,50.3634,11.1525,23975.0,594.7,65.0,CRUISE,1000
2026-06-14 16:19:03,3c5ef0,EWG7XR,Germany,50.521,8.3855,25150.0,890.7,1919.0,CLIMBING,7705
2026-06-14 16:19:03,50040a,EJO1X,,47.866,11.1143,43000.0,790.8,0.0,CRUISE,3555
2026-06-14 16:19:03,46b821,AEE510,Greece,48.4862,10.4991,18800.0,621.3,-1919.0,DESCENDING,7425
2026-06-14 16:19:03,46b823,AEE6TH,Greece,48.2167,10.6883,35975.0,716.6,0.0,CRUISE,1000
2026-06-14 16:19:03,4acb5a,SAS2697,Sweden,47.3048,11.7665,29275.0,819.1,-1472.0,DESCENDING,0766
2026-06-14 16:19:03,4aca84,NSZ2940,Sweden,50.9543,12.4172,39000.0,888.7,65.0,CRUISE,6001
2026-06-14 16:19:03,4aca86,NSZ5352,Sweden,48.731,10.7086,36000.0,850.2,0.0,CRUISE,1000
2026-06-14 16:19:03,4aca89,NSZ9WP,Sweden,53.4638,9.5525,36000.0,839.7,0.0,CRUISE,3533
2026-06-14 16:19:03,4aca90,NOZ72C,Sweden,49.8024,11.525,39000.0,899.8,0.0,CRUISE,0751
2026-06-14 16:19:03,3d385c,DETPC,Germany,51.1197,9.2698,7475.0,383.6,-577.0,DESCENDING,5012
2026-06-14 16:19:03,3d254e,DEMJM,Germany,48.5748,7.9996,2850.0,253.6,-128.0,LOW ALT,
2026-06-14 16:19:03,471f6b,WZZ93,Hungary,48.3942,9.0266,35000.0,774.5,0.0,CRUISE,1000
2026-06-14 16:19:03,471f66,WMT7920,Hungary,50.1082,14.2448,2150.0,280.4,3073.0,CLIMBING,
2026-06-14 16:19:03,3945bc,FJBIJ,France,48.0887,7.6881,3050.0,156.0,0.0,LOW ALT,
2026-06-14 16:19:03,407b54,WUK735,United Kingdom,51.5201,8.114,36025.0,699.7,-65.0,CRUISE,0624
2026-06-14 16:19:03,505ceb,TOM5762,Slovakia,48.6565,9.7068,37000.0,947.3,0.0,CRUISE,3457
2026-06-14 16:19:03,47a039,NOZ57GW,Norway,49.4318,12.4949,29800.0,872.7,1856.0,CLIMBING,6443
2026-06-14 16:19:03,407b8b,WUK2UC,United Kingdom,51.5391,13.8168,36050.0,762.7,128.0,CRUISE,3553
2026-06-14 16:19:03,3c4b4b,EWG80E,Germany,48.1472,11.8109,7800.0,549.6,1089.0,CLIMBING,1000
2026-06-14 16:19:03,4aca0c,NSZ4BV,Sweden,50.6015,9.7233,36000.0,795.6,0.0,CRUISE,1000
2026-06-14 16:19:03,4aca72,SAS1793,Sweden,49.3771,8.661,35000.0,857.6,65.0,CRUISE,0757
2026-06-14 16:19:03,4b51ea,HB3395,Switzerland,47.0067,9.535,6475.0,107.9,-65.0,LOW ALT,
2026-06-14 16:19:03,4aca4f,NSZ4357,Sweden,51.2691,13.5906,37000.0,907.1,0.0,CRUISE,1000
2026-06-14 16:19:03,4bc856,PGT49PK,Turkey,51.9949,14.635,13300.0,498.9,-577.0,DESCENDING,1000
2026-06-14 16:19:03,4bc855,PGT56HD,Turkey,49.7534,9.1215,14450.0,676.9,2303.0,CLIMBING,7707
2026-06-14 16:19:03,4401d3,OEDFC,Austria,48.1303,8.072,5025.0,212.0,65.0,LOW ALT,7000
2026-06-14 16:19:03,4bc88c,PGT77EK,Turkey,49.7188,14.915,10375.0,488.5,-1663.0,DESCENDING,4571
2026-06-14 16:19:03,3d1186,DEEWS,Germany,50.5234,9.0659,3200.0,252.2,0.0,LOW ALT,7743
2026-06-14 16:19:03,3d34d5,DESGJ,Germany,48.2949,8.8388,4900.0,164.5,-193.0,LOW ALT,4452
2026-06-14 16:19:03,48d002,SPWAC,Poland,49.2934,14.1205,24000.0,350.7,0.0,CRUISE,0246
