fetched_at,icao24,callsign,origin_country,latitude,longitude,baro_altitude_ft,velocity_kmh,vertical_rate_fpm,phase,squawk
2026-06-14 16:10:00,aa9300,UAL927,United States,50.707,7.1916,24300.0,703.5,1280.0,CLIMBING,2547
2026-06-14 16:10:00,39de43,TVF35DL,France,50.2172,11.8805,36000.0,665.2,0.0,CRUISE,1000
2026-06-14 16:10:00,4bc8c3,PGT77PX,Turkey,49.7258,8.0804,35000.0,967.9,0.0,CRUISE,0101
2026-06-14 16:10:00,511170,MBU2QV,Estonia,51.4279,12.2152,1800.0,301.0,1344.0,CLIMBING,1000
2026-06-14 16:10:00,44029f,AUA21E,Austria,50.133,12.4686,32000.0,673.5,0.0,CRUISE,1000
2026-06-14 16:10:00,4acb23,NSZ3747,Sweden,52.405,11.4439,39000.0,820.5,65.0,CRUISE,7362
2026-06-14 16:10:00,3c5ef0,EWG7XR,Germany,50.8489,7.0851,2275.0,285.0,1919.0,CLIMBING,7705
2026-06-14 16:10:00,50040a,EJO1X,,47.1885,12.35,43000.0,793.4,0.0,CRUISE,2006
2026-06-14 16:10:00,46b821,AEE510,Greece,48.113,11.7711,28000.0,739.4,0.0,CRUISE,7425
2026-06-14 16:10:00,46b823,AEE6TH,Greece,47.5482,11.8088,35975.0,731.8,0.0,CRUISE,1000
2026-06-14 16:10:00,4acb5a,SAS2697,Sweden,48.4427,11.848,36000.0,851.1,65.0,CRUISE,0766
2026-06-14 16:10:00,3ffbb1,DMEBC,Germany,48.0557,9.3683,1725.0,1.8,-65.0,LOW ALT,
2026-06-14 16:10:00,4aca84,NSZ2940,Sweden,52.0645,13.0522,38000.0,856.6,0.0,CRUISE,6001
2026-06-14 16:10:00,4aca86,NSZ5352,Sweden,47.7069,9.8624,36000.0,858.2,0.0,CRUISE,1000
2026-06-14 16:10:00,4aca90,NOZ72C,Sweden,51.0292,11.4062,39000.0,899.8,0.0,CRUISE,0751
2026-06-14 16:10:00,3d385c,DETPC,Germany,50.8778,8.6285,10425.0,357.9,-449.0,DESCENDING,5012
2026-06-14 16:10:00,471f6b,WZZ93,Hungary,49.1592,10.116,34000.0,761.0,0.0,CRUISE,1000
2026-06-14 16:10:00,471f69,WMT1969,Hungary,49.3751,14.4418,35000.0,1015.6,0.0,CRUISE,1000
2026-06-14 16:10:00,407b54,WUK735,United Kingdom,51.3424,9.605,36000.0,683.9,0.0,CRUISE,0624
2026-06-14 16:10:00,505ceb,TOM5762,Slovakia,49.2736,7.9575,37000.0,955.9,0.0,CRUISE,3457
2026-06-14 16:10:00,47a039,NOZ57GW,Norway,48.5088,11.7039,9525.0,592.9,3008.0,CLIMBING,6443
2026-06-14 16:10:00,407b8f,BAW899,United Kingdom,49.894,7.1956,37975.0,680.8,0.0,CRUISE,1106
2026-06-14 16:10:00,4aca04,NSZ5330,Sweden,53.2151,8.1468,38000.0,832.1,0.0,CRUISE,5353
2026-06-14 16:10:00,4aca0c,NSZ4BV,Sweden,49.526,9.4592,36000.0,792.9,0.0,CRUISE,1000
2026-06-14 16:10:00,4aca72,SAS1793,Sweden,50.5077,9.0141,35000.0,830.7,-65.0,CRUISE,0757
2026-06-14 16:10:00,4aca4f,NSZ4357,Sweden,52.4969,13.8009,37000.0,903.4,-65.0,CRUISE,1000
2026-06-14 16:10:00,3d2491,DEMCF,Germany,49.2676,8.4669,900.0,140.7,-65.0,LOW ALT,7000
2026-06-14 16:10:00,4401d1,EJU38DP,Austria,52.4762,13.9493,4875.0,370.8,-1024.0,DESCENDING,6623
2026-06-14 16:10:00,4401d3,OEDFC,Austria,48.1636,8.4091,4450.0,164.7,0.0,LOW ALT,1157
2026-06-14 16:10:00,4bc88e,PGT38QJ,Turkey,48.9197,13.2553,33050.0,998.2,0.0,CRUISE,6424
2026-06-14 16:10:00,4bc89a,PGT78DG,Turkey,47.4543,8.0496,34975.0,906.2,-65.0,CRUISE,7553
2026-06-14 16:10:00,3d1186,DEEWS,Germany,50.8664,9.0821,3400.0,246.4,65.0,LOW ALT,7743
2026-06-14 16:10:00,4bc887,PGT1158,Turkey,47.3817,14.5348,35000.0,959.2,-65.0,CRUISE,2272
2026-06-14 16:10:00,3d34d5,DESGJ,Germany,48.1318,9.0132,4700.0,135.2,-193.0,LOW ALT,4251
2026-06-14 16:10:00,48d002,SPWAC,Poland,48.8516,13.8231,24000.0,350.7,0.0,CRUISE,0246
2026-06-14 16:10:00,4068cb,EXS411,United Kingdom,47.9063,9.7741,33000.0,856.0,0.0,CRUISE,7507
2026-06-14 16:10:00,440052,AUA165Z,Austria,51.4126,7.1102,5325.0,424.1,-705.0,DESCENDING,1000
2026-06-14 16:10:00,440087,OEDKA,Austria,50.6511,7.0667,2600.0,163.2,-512.0,DESCENDING,4451
2026-06-14 16:10:00,440073,EJU43FB,Austria,51.2686,8.0756,38025.0,725.1,0.0,CRUISE,4705
2026-06-14 16:10:00,440017,OEANN,Austria,47.3797,9.679,1800.0,135.2,-768.0,DESCENDING,7000
2026-06-14 16:10:00,440036,EJU59FK,Austria,47.9459,11.7769,30025.0,835.4,0.0,CRUISE,1000
2026-06-14 16:10:00,4891ad,ENT429,Poland,47.8161,9.7907,37000.0,916.1,0.0,CRUISE,3462
2026-06-14 16:10:00,471d63,WZZ3GV,Hungary,52.0475,14.1257,11025.0,433.7,-65.0,CRUISE,5146
2026-06-14 16:10:00,40697c,EFW6DG,United Kingdom,47.0206,9.392,36000.0,770.0,0.0,CRUISE,2245
2026-06-14 16:10:00,4b0dd0,HUE12P,Switzerland,47.4564,8.573,1400.0,178.6,-512.0,DESCENDING,1000
2026-06-14 16:10:00,a748ec,LXJ569,United States,47.4589,8.9306,5225.0,311.3,-1280.0,DESCENDING,7321
2026-06-14 16:10:00,440184,AUA7K,Austria,50.232,11.1667,37975.0,770.8,-65.0,CRUISE,6603
2026-06-14 16:10:00,47878d,NOZ1610,Norway,47.496,7.5944,3225.0,281.7,-961.0,DESCENDING,0762
2026-06-14 16:10:00,45caa1,DTR197,Denmark,49.0291,11.5025,17975.0,420.5,0.0,CRUISE,1162
2026-06-14 16:10:00,471dc1,WZZ839,Hungary,51.2446,7.1521,25525.0,853.9,1089.0,CLIMBING,1000
2026-06-14 16:10:00,471db3,WMT9SW,Hungary,52.2951,13.3627,4300.0,422.2,-193.0,LOW ALT,1000
2026-06-14 16:10:00,3d489c,DEZTC,Germany,49.6307,10.0189,3300.0,225.9,384.0,LOW ALT,
2026-06-14 16:10:00,403144,GBSDH,United Kingdom,50.247,7.6064,3300.0,214.6,-65.0,LOW ALT,4451
2026-06-14 16:10:00,4079f6,BAW578,United Kingdom,47.8636,7.0968,36450.0,925.5,-961.0,DESCENDING,7314
2026-06-14 16:10:00,4bb292,THY3PH,Turkey,50.7148,7.5036,4075.0,420.6,-1152.0,DESCENDING,3106
2026-06-14 16:10:00,44cdce,BEL2HJ,Belgium,52.6139,12.7019,11725.0,600.9,-1663.0,DESCENDING,1000
2026-06-14 16:10:00,4bb268,THY1FY,Turkey,47.0699,8.1097,17500.0,650.5,-2559.0,DESCENDING,0221
2026-06-14 16:10:00,4bb26e,THY1UP,Turkey,48.247,12.4093,6275.0,504.5,-1472.0,DESCENDING,1000
2026-06-14 16:10:00,4bb287,THY3ZA,Turkey,52.4663,14.1316,7100.0,414.5,-1024.0,DESCENDING,1000
2026-06-14 16:10:00,4bb282,THY3UY,Turkey,47.581,8.9298,8125.0,457.7,-705.0,DESCENDING,6040
2026-06-14 16:10:00,506ca3,RMB1,Slovenia,47.3863,8.2516,39025.0,870.8,-65.0,CRUISE,2367
2026-06-14 16:10:00,3d32cd,DERMJ,Germany,52.0913,9.8434,3200.0,191.8,512.0,CLIMBING,7000
2026-06-14 16:10:00,506cab,RMB3,Slovenia,49.5412,12.4223,38000.0,667.8,0.0,CRUISE,0605
2026-06-14 16:10:00,8005f2,AIC155,India,51.3282,8.5629,43000.0,834.8,0.0,CRUISE,1000
2026-06-14 16:10:00,3d476c,DEZHK,Germany,47.8294,7.6423,2175.0,109.7,-65.0,LOW ALT,
2026-06-14 16:10:00,44ce61,BEL8UK,Belgium,50.1636,8.086,11000.0,632.0,-65.0,CRUISE,1106
2026-06-14 16:10:00,80073d,AIC113,India,49.0842,7.8046,40000.0,769.8,0.0,CRUISE,3562
2026-06-14 16:10:00,8963e6,UAE70M,United Arab Emirates,48.8623,12.7908,41000.0,807.4,0.0,CRUISE,0532
2026-06-14 16:10:00,4ac9f0,SAS71T,Sweden,50.3249,11.9846,38975.0,869.6,65.0,CRUISE,0731
2026-06-14 16:10:00,4d02b7,JFA30M,Luxembourg,47.5728,9.9969,22000.0,597.5,0.0,CRUISE,5713
2026-06-14 16:10:00,3e0feb,CHX56,Germany,48.3832,7.8973,1475.0,205.1,384.0,LOW ALT,
2026-06-14 16:10:00,896464,ETD47,United Arab Emirates,47.5235,10.4301,37975.0,815.0,0.0,CRUISE,7540
2026-06-14 16:10:00,896442,ETD917,United Arab Emirates,51.7075,8.6903,34000.0,752.9,0.0,CRUISE,3410
2026-06-14 16:10:00,4064a4,TOM1WY,United Kingdom,48.6816,11.1975,37000.0,973.0,0.0,CRUISE,3444
2026-06-14 16:10:00,3ddc78,CHX43,Germany,48.5965,8.1204,2200.0,246.3,-449.0,DESCENDING,
2026-06-14 16:10:00,4bb074,THY9VA,Turkey,52.4969,10.3721,9450.0,416.5,-1407.0,DESCENDING,1000
