fetched_at,icao24,callsign,origin_country,latitude,longitude,baro_altitude_ft,velocity_kmh,vertical_rate_fpm,phase,squawk
2026-06-14 16:25:36,39de4a,TVF39LV,France,47.8195,7.0879,38950.0,897.6,65.0,CRUISE,1000
2026-06-14 16:25:36,39de43,TVF35DL,France,50.0599,9.3976,38000.0,678.6,0.0,CRUISE,1000
2026-06-14 16:25:36,44028c,EJU394K,Austria,48.6238,7.7752,2750.0,356.8,-1024.0,DESCENDING,1000
2026-06-14 16:25:36,4bc8c3,PGT77PX,Turkey,48.7025,11.1361,35000.0,961.8,0.0,CRUISE,0101
2026-06-14 16:25:36,511170,MBU2QV,Estonia,50.3069,10.5725,30000.0,814.8,65.0,CRUISE,1000
2026-06-14 16:25:36,4bc8d2,PGT839Q,Turkey,47.6477,14.1579,36000.0,729.3,0.0,CRUISE,4506
2026-06-14 16:25:36,471efd,WMT5CG,Hungary,47.9535,10.1503,5400.0,312.6,1535.0,CLIMBING,6417
2026-06-14 16:25:36,44029f,AUA21E,Austria,50.311,10.2923,19850.0,615.3,-1472.0,DESCENDING,1000
2026-06-14 16:25:36,511195,MBU8BX,Estonia,49.4387,10.7584,10975.0,523.9,1152.0,CLIMBING,6652
2026-06-14 16:25:36,3c5ef0,EWG7XR,Germany,50.1949,9.7298,33450.0,924.1,1600.0,CLIMBING,7705
2026-06-14 16:25:36,50040a,EJO1X,,48.3389,10.2169,43000.0,797.2,0.0,CRUISE,3555
2026-06-14 16:25:36,46b821,AEE510,Greece,48.6955,9.7551,7950.0,446.8,-833.0,DESCENDING,7425
2026-06-14 16:25:36,46b823,AEE6TH,Greece,48.6685,9.9033,35975.0,710.5,0.0,CRUISE,1000
2026-06-14 16:25:36,44022b,AUA31S,Austria,51.5131,7.4752,32850.0,941.5,1535.0,CLIMBING,1000
2026-06-14 16:25:36,4aca81,NSZ4502,Sweden,48.4039,11.6463,5625.0,442.1,1152.0,CLIMBING,1000
2026-06-14 16:25:36,4aca84,NSZ2940,Sweden,50.1214,12.1943,39000.0,871.4,-65.0,CRUISE,6001
2026-06-14 16:25:36,4aca86,NSZ5352,Sweden,49.4323,11.3544,37000.0,829.3,-65.0,CRUISE,1000
2026-06-14 16:25:36,4aca89,NSZ9WP,Sweden,52.8755,8.6328,36000.0,826.9,-65.0,CRUISE,3533
2026-06-14 16:25:36,4aca90,NOZ72C,Sweden,48.9459,11.6111,39000.0,878.1,0.0,CRUISE,0751
2026-06-14 16:25:36,3d1289,DEFGR,Germany,47.8493,10.031,3025.0,189.2,-128.0,LOW ALT,
2026-06-14 16:25:36,4aca8e,NOZ1107,Sweden,52.2644,13.3101,5550.0,422.4,2431.0,CLIMBING,7266
2026-06-14 16:25:36,3d385c,DETPC,Germany,51.319,9.5718,2575.0,276.8,128.0,LOW ALT,5012
2026-06-14 16:25:36,3d254e,DEMJM,Germany,48.7864,8.1412,1325.0,162.3,-961.0,DESCENDING,7000
2026-06-14 16:25:36,471f6b,WZZ93,Hungary,47.8387,8.2601,34975.0,774.0,0.0,CRUISE,1000
2026-06-14 16:25:36,471f66,WMT7920,Hungary,49.8484,14.4062,16900.0,720.4,2112.0,CLIMBING,
