fetched_at,icao24,callsign,origin_country,latitude,longitude,baro_altitude_ft,velocity_kmh,vertical_rate_fpm,phase,squawk
2026-06-14 16:12:31,39de43,TVF35DL,France,50.1953,11.4729,37050.0,680.6,512.0,CLIMBING,1000
2026-06-14 16:12:31,4bc8c3,PGT77PX,Turkey,49.5943,8.6308,35025.0,970.5,0.0,CRUISE,0101
2026-06-14 16:12:31,511170,MBU2QV,Estonia,51.3119,12.018,9500.0,478.8,2689.0,CLIMBING,1000
2026-06-14 16:12:31,44029f,AUA21E,Austria,50.2162,12.0803,31350.0,670.6,-896.0,DESCENDING,1000
2026-06-14 16:12:31,4acb23,NSZ3747,Sweden,52.7298,11.4498,39000.0,826.0,0.0,CRUISE,7362
2026-06-14 16:12:31,3c5ef0,EWG7XR,Germany,50.7768,7.2647,9900.0,578.1,3073.0,CLIMBING,7705
2026-06-14 16:12:31,50040a,EJO1X,,47.3841,11.999,43000.0,783.3,-65.0,CRUISE,3555
2026-06-14 16:12:31,46b821,AEE510,Greece,48.2311,11.3756,26975.0,712.1,-1089.0,DESCENDING,7425
2026-06-14 16:12:31,46b823,AEE6TH,Greece,47.7418,11.4891,36000.0,737.2,0.0,CRUISE,1000
2026-06-14 16:12:31,4acb5a,SAS2697,Sweden,48.1081,11.8234,36000.0,849.3,65.0,CRUISE,0766
2026-06-14 16:12:31,3ffbb1,DMEBC,Germany,48.0558,9.3679,1725.0,0.0,-65.0,LOW ALT,
2026-06-14 16:12:31,4aca84,NSZ2940,Sweden,51.7672,12.8013,38000.0,849.8,0.0,CRUISE,6001
2026-06-14 16:12:31,4aca86,NSZ5352,Sweden,48.0121,10.0802,36000.0,855.6,0.0,CRUISE,1000
2026-06-14 16:12:31,4aca90,NOZ72C,Sweden,50.6774,11.4414,39000.0,890.7,65.0,CRUISE,0751
2026-06-14 16:12:31,3d385c,DETPC,Germany,50.9934,8.7379,10000.0,325.5,-65.0,CRUISE,5012
2026-06-14 16:12:31,3d254e,DEMJM,Germany,48.3784,7.837,1025.0,185.2,640.0,CLIMBING,
2026-06-14 16:12:31,471f6b,WZZ93,Hungary,48.9419,9.8017,35000.0,765.1,0.0,CRUISE,1000
2026-06-14 16:12:31,3945bc,FJBIJ,France,48.0686,7.7838,2275.0,190.7,193.0,LOW ALT,
2026-06-14 16:12:31,407b54,WUK735,United Kingdom,51.3949,9.1823,36000.0,686.5,0.0,CRUISE,0624
2026-06-14 16:12:31,505ceb,TOM5762,Slovakia,49.0986,8.4662,37000.0,957.7,0.0,CRUISE,3457
2026-06-14 16:12:31,47a039,NOZ57GW,Norway,48.738,11.8943,16375.0,735.4,2945.0,CLIMBING,6443
2026-06-14 16:12:31,407b8b,WUK2UC,United Kingdom,51.39,14.9617,36000.0,746.9,-65.0,CRUISE,4413
2026-06-14 16:12:31,4aca0c,NSZ4BV,Sweden,49.8358,9.5339,36000.0,795.0,0.0,CRUISE,1000
2026-06-14 16:12:31,4aca72,SAS1793,Sweden,50.1944,8.8649,35000.0,830.2,-65.0,CRUISE,0757
2026-06-14 16:12:31,4aca4f,NSZ4357,Sweden,52.1429,13.7393,37000.0,903.2,0.0,CRUISE,1000
2026-06-14 16:12:31,3d2491,DEMCF,Germany,49.2901,8.4577,300.0,107.4,-65.0,LOW ALT,7000
2026-06-14 16:12:31,4401d1,EJU38DP,Austria,52.4298,13.7484,3175.0,315.4,-1089.0,DESCENDING,6623
2026-06-14 16:12:31,4401d3,OEDFC,Austria,48.1393,8.3158,4800.0,140.0,321.0,LOW ALT,4452
2026-06-14 16:12:31,4bc88e,PGT38QJ,Turkey,48.738,13.7822,33050.0,996.4,65.0,CRUISE,6424
2026-06-14 16:12:31,4bc89a,PGT78DG,Turkey,47.2487,8.4814,35025.0,910.5,0.0,CRUISE,7553
2026-06-14 16:12:31,3d1186,DEEWS,Germany,50.7685,9.0778,3400.0,251.9,65.0,LOW ALT,7743
2026-06-14 16:12:31,4bc887,PGT1158,Turkey,47.14,14.9642,35000.0,958.7,-65.0,CRUISE,2272
2026-06-14 16:12:31,3d34d5,DESGJ,Germany,48.1741,8.9636,4900.0,132.3,65.0,LOW ALT,4452
2026-06-14 16:12:31,48d002,SPWAC,Poland,48.9771,13.907,24000.0,350.7,0.0,CRUISE,0246
2026-06-14 16:12:31,4068f5,EXS61PK,United Kingdom,49.714,7.4998,37000.0,965.8,0.0,CRUISE,3461
2026-06-14 16:12:31,4068cb,EXS411,United Kingdom,47.619,10.0327,33025.0,845.8,0.0,CRUISE,7507
2026-06-14 16:12:31,440073,EJU43FB,Austria,51.5033,7.8087,38000.0,732.4,-65.0,CRUISE,1000
2026-06-14 16:12:31,440017,OEANN,Austria,47.4077,9.694,2200.0,131.7,128.0,LOW ALT,7000
